query_id,answer
BHqkB8hyVBLYjeJk,ad86467ee810f2d2 a56fd64b3ff5130f f4310a574a8537ff 611804dbb9c68a4c a588f6a8c3cf7bb9 f6cafc65bc477089 219b726aaeaf24a6 f7bd6c612e4dbe56 203bd20bd909376d ea4b62cd245b9a77 6e28821e5a681b5a 86ed21b72a45fe76 e7ca5f3fe4c7223d 9e21b8e5a71a0ea0 9bbba29b77e9b1af 8d41bcd6245bfc44 02041ecc093b5437 74e0d44528cf4e3b da827f116d8d25d4 4524365f48ebcf8d 6b6f841304d177ae 589c0d7a4e77f03a baea4f783c8f0a9e 706a7da9befff978 91c2de2e8425ca37 4782f6ce1955c834 77591840de7e9360 8834dddb19f784d8 df63f15b03fa2b62 b4017e6e7d3fded8 e1b4eba97b8c5240 52f65d310d04442c da0941328a71286d 955dada2f9842dcb fa8f3e2db701c980 3d94dce8c6582c6b e6fd0c4927b8ecfe dcda6d4244477f5c 9d1919bf6d90017d a90eac5917526597 4030be553978c72e 9a09e9deb22c261d 2709c9d5444f3712 9ba5711ef640b9bb 33880aa1be10ede4 7c93265267ce24bf b8592577c27ed8a3 d72b7927f5dc9509 3bcf04a270c3a02e f35b6f759f56a88d
dkPW1ez4OuJlKP6f,bbf504a6b1a049c6 bd5db5a85cb5d137 3273767a2bb49d6b 6584cfa935839cf4 ce7523dfe05215a7 2d4cf41b40e79793 297d7a16bcc23db9 f7129adee5c58271 d79b58fec1add8c9 ab5b5ba8f1cb89be cf00805727f3c1df 7b74c9b090b4e7c8 827f03257b95993d 15ddeecb930d4f8d d16c6aad87b0dd06 2e56aac6c3631389 20949310aa7d18b2 a998b2daeafd171b a8fa48f1640cb031 9bdfdcd2af8563de 4ded79793f35192e b08687760ad570bb 5e6990c777ec0d90 c59d6a728daa8d08 829de623e3057ff4 d7eed8775adc0ba0 01346d7ab677a006 3367eb628d408f13 c6a0d82b9f767c9d aa9e701f81fc28ea 73c885fffb81687f 631e399da3cac8fa 6653907c8b6f7c72 233b9a944ae2c5e3 bdf3013013614792 18e40dcee35f8a19 d79be0d6c5cea92d ffb79ea3943662c8 c2a68365efd026e5 1fbd8eabfdbd4e18 d358644b7d4cc307 a8524bacb7fa6253 9f95f39e03a25ffe dcb69941ee189cfa c6a2cca92ccebbed f9949ef49168ffb6 3a30bbb6b699eac5 a234a719880fd744 90ca0ea2a53ee04d 806d23a4615e5841
QcN46alMOqpAE50I,f9075c5549063c63 fae41dd969a99050 eba2cc8c8ecef336 d3580e4f758a08a1 e3ac4995f4cd476a 7b8e2acd7edb4ddc 8d9c6c04212bf64b b308d47410a46636 0d1acb8159c9bae8 89d5e4a102328b0a eda2c60a89e63b56 9e999755929baf38 840845c4fe9ba442 1e33b48ebfd2fc24 26388583fe42b87f f5c0b6e975629ea7 647754b1f68e08d5 14ebba70f442932c ddd76295790c84cb 12a2f6af38d3966b f032343ce917a26f cf8b881b52188f2b 1f8ea6168f1bddb3 610bdd79153340d1 a6fa0c2925fd4270 cfd1607c20a6042d c207062ef3be9dba d3b3f80e584bfe0c a85baed12dcffac7 b9144f0619e1ae69 10339996143c51c6 9591c3a5933d9004 693ef6cd6ed5ec8e 50345721e6966907 8a1fa17860c15448 69ffcfc7c14913f7 54f9fd5755051f69 32de5faa51c42a20 3cb67591cbd8ec55 4a8fe1c2426e9eab fdfd5f15003a8422 d3bd4c2f76635e4e d02230fe7148d272 36f623babbfedcda e2be34561a46dc02 d72fa9ba9554dded 522883edf050c18f d73aed04c5336798 d1ad16ff4131e6c1 8ab91b0e00b2df5e
Q4BzK1C2QbMpWats,671ec869f80e7688 20e2792b14789745 7cc855258cf6ed7e 453636b090c3d49d 67c769c0188cee26 7d85212d723de304 841b9ab0f8027e7a 0471c8f2cd3fe2f3 efb884a729e258b4 167627f1ca07c2f6 5c42e75509da8ef4 67c7c49bfaab55f5 08c8ec546c71428a 97dc61e01a914a8e c302a84c719de657 9be59b6411cf11cc 811ef25ecf305ae1 a0c0ef62c80c3510 935a7a8c18a23101 4acd13afc12253bd c913a66658074d96 93b8d7b11253295e d7dee04803e8d990 5dc47a12fca71d6c 24ed66de0bf5dc6f c606ee82ee3aea6d cec53cde606727d6 ce6223ec03da1d47 ec37406adf01737b 2a7efd2dc8ef34eb 59576423fe00e3b2 96f36cd15a612a3c 5ae65ce6f9ffa11c 4acb33166aefd7db d264956dc7321e3b 610c25106f3d0521 c5b355d18f2397b6 ff2e69fbdcc41915 0a75f9a224daddaf 6ef4517f34f4a79d 8c1150c414d1d804 7371e8390457dd94 4259621e37e70776 c0d26133a251808b 63017f916e4cab36 ddbaaf03f661089c 4d77637bf85a10bc 3c75bd9410e8c413 223a35e8d0bcbe1c ebd37ca58ccb3ce9
94UtW5eRuV3rcDEO,3c20d09240795139 61dcb2a462e54b70 72400063523b73ef 035a00c2e4b35638 524274c2d227d660 0bc88004234a9cb7 89ce608eb7222ea7 534bcf271df0cce8 cdd9f749958d3f82 bf121ca8e63ea494 4729f8de96814711 1fe50f3cb59c1b4a ad5139fd78a41fe1 c7867980b064e6c6 304706946e182505 84a424b4414ed0e1 6a6e82769b7332e7 6fabf64c0905fc3a b432dd20d7370b83 ab18ad965eb4d116 6a043732072918dc e8c8455d23f681b5 454cd854cf16f9d7 dc7c5a6e928b1e1c 3b5735c38a89a937 e85afacad7565e13 6123afc9820e00eb 276e0d27c8def01a 972922d2d14eebbd a37fadd892aa743e fda5a34acd90443d 5ae565e6c23fad86 c63be43b3dae9bf7 53ebb96f5068d1e2 05a69c3f166318c2 98ba6011bd79b962 1a27c05755ebf169 9ad27666632bb457 c43440c4e3965b25 708d70a88360e10c 8f951717ee05f1b7 82c1ba9f9ed11be7 72725862d7ed11c5 bd5420b856e7c245 347fbea425e9d634 40bc47aaf1845777 8994864c3918ec46 f33c24d5e658975b caf385169ef284d0 a8ede567ddf2ca38
6dYxIAlZOriT6SHH,a4fb1fc05743e013 b7e24e9292aceb8c 9d580ab0be1da06f ed58e141c2ddd876 ed320480c91fd25c fcab97593f125c7b a3b708c188ac222c 42b765837f0af517 87b4c104770d541b 8d8024054828e9be ac6047c275074c41 0d044f96db15bb95 21eccf1d8d7c2df7 65c405ebfb147129 4208102b150ed623 7383cdc3a588ef1a 4731777f5aec4137 d07ce5718c45320b 669952cfea42b6a7 0e905ff13910f9ca 9ee2b11a31a70cf5 165fec570e348d1f d839be179a15dca9 f5a25f17b63fa5d0 f497405c6b65e650 e5706ea45006708e 66196e164e1baab8 a5f496caa1f907ea ab44ee46465bc984 589a93bebc211276 112a6a5fa9aeff2b e703d4366086f8eb 0af686fb84b9b92f 9826cbda748fb0a1 0a6352b7b5814115 6e12c3e27fdbb102 c43ae1e9e2df0852 dbe505a200b3c41e 2457bd08a856697b 6c5f82fd25c2e547 da6d08ece6afd5e0 0b98f40d15d759f9 df309aa37025781b 0330ee99aa8f28c2 dee628d16bc61f35 1129f99a8779750c 2d042301bb964c86 f3a1e0077ed35acb bf1ccbd20de76061 d46bd94713770ec5
moFmX6XQY5SEz9hU,ff8c83488b07936e e15ec8d2e5920abd 1e481248f4d31358 c65e1b569a7c5d39 36eff9b9a7e29644 6d9043d370b9256b 445eec11e8ccda32 d0e4967dfe1101db db05a38694ba70c3 05d2cd5f312fb219 e149c3013c8274da 835e72268639dd09 8cb482057f19610a 5a9903a345570cae 47cae3e69c339f1a 63229d195b66275b 25efb9aae200ea73 c36574e886c6ae7a d46529deee40cdde bf66c5bde034e509 1e24a2caf7db8d2f ee6b752b536227cf aa2fe68ebc7f17ce bbfe0f8454ef40ef 751046ddd8d1f825 cfcecefd6ef84b55 94e5c58453da58bd d8b1981ed6e55190 2c1a9e98964ac2e9 039da587d36802ed cfd4e8ec17e1fde3 63dfe0ca46ac8063 5f0af11c55c93f37 8b28ecd85f97c622 fb72f048dd7a014b df54b3f7497d69ed 3839e61dd1244803 1c7fb1eb5fa9f23f ca4f1545aae9664c f5de2ec16f211a23 20277fdaf89ff58f 21afe7016160704e f7a08c7813ee1cc7 3de0bf75ae6d19a1 5a77d476d355ef99 dbb782dde1c41800 64b14b52a3e9172e 84653afed4262adb ec56ba4ea2324bdc f338dc60ed5fa61b
R66chaldEN0epFjt,0fc323ba42b4e297 99504a447db7c9e4 ed7535b081298136 58c60077ba4e94e9 2e3ea7cf3cac3fef 5645052abdec64ee fad350ff33deeca7 bdfce93504afe108 d85ac15a3fb338cd d7c119f222db17c3 c24ce13d01895854 69fcee637df221af 7fe3401678eee538 d0b324933fe0b56d 5cf8a7a33e21233d 006b9e0de279c1bc 4d8de295c89f1532 2bd33044d79aa561 45c28fd6260b744b c6f6d13ccf5e1527 b65b43e4addfb8a1 c7c36cce492b4cc1 706aef11c086f2cc 61f06df233dba4c1 9a66e95c5955da34 6da8b9794b4ebd42 6f6c36575d8e3a5e d6c6a7e4de61a08d 7affd05a2c12258b 1c383865e2b1f142 6317ca1cee9149d3 2cafcd34aaa3fe04 0c7bc307470eab40 aa8c251e8147d950 b0fd0dc3df3abf52 de698aaed82b026f d8c9cf470d09907a d00509bc3453afbe 64114898e42c2611 100a93105d2db32b a8ecfcee71c96acd 7b3382dc38e49fcb c9cb7efb41524ea1 14a175628021a6e9 4ed60a213448e787 9d0fc4da3ea605c4 b95e0c8db8ace260 dd935766cd1f4640 e175a70897c87e83 2d0dcd2576249072
LeWIzjoTRN8saOxg,3086070c012c8e23 0b7c0b04d3858dae a97a60e0b0c7371c 0fbe3bf393bd7462 adcdff6300cac5e8 5ca4d12a7066a061 bd2296ed4cea9659 c9ec99ffcef43ebb 306a6fcc24b3c9bf 6a1402ef66bbdd4d b495056ef40d11d9 6094c5b0a8227850 236cfc946d46f64b 8e7e64c30f92b48b ce412ba63a3567e1 74d109ec13995ce9 ff62e9f24bca34c4 d400282b720cc795 b351b2435b10dde2 59ad84f75ee98b4c 21d795ce5d12a1a7 b02d4ff96e1d8eac c288d0798a4b5a66 c0dfe8e3e9c7d31d e5bd0eef9b7217a3 0904dcce0360d5b6 dc5e6c841fe80b8f 0fdacb5f72a4b0e3 a4c4f780d720ea71 74012473ecb6f929 3aa0648373cadc9a 3817da59d8a460f0 d36b76ffcde18075 4c4a9f35845839ad c06a4a823f8dcd23 0aa4988f7527044f 6edf6b69fecf5fb6 ce8aab5622babae1 ca8a71860b6dc037 6557cc5d11d0fbf7 db380030381b69ae 132b0768a0afd84c 7f97fd7c949af768 de8cf8ade96088e7 f838a0b7f0e285ad fc897546b48ed616 3c47580490bd2bed 757725aa2efd7787 35fe26d7ff039862 08d86a1662d20bfe
YeC06bC3Bws9SfaN,15d6c65ea742a8ff eafb0d921301d2fb 2077e588b04a1f3e c693679ec1d0ffb5 075f0e435e410bb6 1116edeb786f243f d71db9f4415ec353 44c3a0c85aafb858 130d7168869f5535 c6158aeb65364c32 10f0eb0d5af774b2 b1bc0466c599a078 6307b9021b0ebe03 3171128c48df530c 121568a252f6b3cc 26eb7ca94e413c0e 731d59964ef422c9 d7ae79dcc88246b7 cef0f039bd5bae71 4c7b5435b2c0abb3 ce3fcbcca26a1f5b 52e4e9ec9cca028a 071681d16233dfe2 44ab2d0ae836a345 5a428a143045c0a4 bf3e74edd0f6810c da378161f3e9986c 73da23eb53c33360 6331e804af6e98a8 473abb8c9ab69448 a37a0732f12a870a 6a9d270deee34d62 c2c00e95de4a49be 2a34b6d245ef106e aeadd019ceb0877e 6c631488ea544c7b c120e4918a23b321 c3dbf79930898026 2118b10f02a112e6 8ccefdadab8cd4b2 7355860032b007f3 73ec7717c33a0bc8 bb0b959de6dbfa1a 36063905268a4cc0 8c179e93d1019cf8 d8b17e572ca0d51e eb0f98fd4af0183e f56298ca10f22e2f d27574387b8bf91f 1129ab39031baeca
Mkw7pexvDmMpFdzO,1c1d824f508ccdc1 1f524763666d89b8 0f5e95d753ae54a6 fb5005adb7e0dc82 3b1ccea085d1eff0 fd7be8c32e0f2574 fbb861aa41b4feb1 f3bd37249ac96c66 1e45a1f475156ae8 c65fdc3f5969859b c31e3211e7927e98 a0314025196e497c 6690204b035970e4 62aef4377999774b feccc1bf1bb39cb0 f529830ef1ed3538 ca142b539f9d0824 9ca97bc4f8323712 6fb7940daa4bcc16 34c6be0d59d9c79c 0fc9a6997717230f d120f96592a5a3cc e94b2cc22bd2f143 03f96ab03cad303d 2c65e59ebe51a3cc 82f1499aaf75005d 0bfba26f282c92cc 9a0555706a5975dc 09dc00d08d2c25a4 1dfac3220e265c28 38dcfa0884e1cd25 857a4368d8938a63 7c82ab0de9f7650d f1c5ee84309c8085 c02fc1779b75dfba 68325bb5388f1d23 99581c442f222ecf 90ec932adb42e700 a81b77d58a804610 bf893542aa9943db 7e803dc4fda821cf df191749d055cba2 3ac2ddd10a160ce1 9ec58a31390f6401 a17d31c99eca224e d30f6756c308eab0 3526008ac85ccaf4 57060b06acb5eca7 89adcffedeaaa8e4 7411240a080841e8
M1yUaCX37j5UCE6M,2340858f580b8f2b 801065f01ec7471d e586f6befda610ef f1851cf6327922db 6325fff44326fafb c42d3089733a1661 051d2861e217e7c4 7127da7f3cdc1aec 4711aadf17749757 ecc0c384cfc32e9c fe8113c31dd663d5 d348ac923558188e 9c54bb56f1427778 a9438720215cf72b 69b23aa6257b66ea 2fa2513cc37b9d11 55f8ece9056e50f8 ef72179daa448367 0fbba4484e5590fb 5508ebe97dec3a2f d9b0c3036c6211c0 8fa7b4c1988a2c6e 10b283285b9899da 1b63c0257f6bbffb 7e24cdbe36c6d8d4 c2fd0fc05768c164 d94a7c9b4521b16a 174ae15d0d98ab0e 7d1dc351bc43b490 e865dce4e3da9478 93e68cf7ffbfef7d 0a48ff8e6323a0e1 0e1fd52167de63f5 3a70bcb3086fd54b 881f02823eff975f f838152517273eb2 4d9ace392c717640 b96cce5ffd126cca 1a0aac9a89c5233b bf6d32e9cac2986f f45ad699d010014b 7ff8d24a8dbae395 5967d645ccac4dd7 85aa3939d254fc7b 8c5aec51c1d380ad 97d6900d40921891 fba3e35e431b8ff5 2543cfa43fa54f0a 60886147bdb384b6 089c64e41a8c8126
qICpl1nghlMbD1sQ,f86a9d1243df3b56 e8b75e53d19a2185 6fbc07917bbdaab5 477469f3115b08d6 3abe26891ca22be7 6ff991315ab63238 1d9cf7f8484882bf e3d8b8ea9c3a2a72 a5526b66afbaff6a 61973ab99f664ee9 ae43fb3eb66c4bee 67a241e9fdc0b3e9 92c46bbb630d930d 6879876d12974c1c 3ad11bbac9368352 13b11babe1e129e3 0a21c4e43f63ed41 ba1f6b7c0345500b eb52907acb4bbdc6 536c49c70a8e6dc0 fef0b4ac9bc5c668 5bd01823bafd1b40 86bec06ff9d7fe65 18515dad0c77bb3d 8ea8722e629fa319 f28d2543024a7d0b 34c6914a44825d07 100b200830399d58 3b0d7ff3b34bca6a 8770919f1138d1eb 99a31d9e5bd6eda8 ce53cbcbaffe50de c067131949d2ef56 023389c895d6fc9b fb25d9a2a8dc6b1f cd75c4598e3164b3 db345dea4a408f4c 7ef6551852f70608 516596aa025155da aade3e77607bbc17 54d32d049f96210c eafdc0b9bba3d042 aa3b1741d4630111 59023808ab744611 50f646fdb31f4d07 af1adff0e3f3375b c205d69dfb3153cd 3d961e2c6592e1b7 e69c0e48e6d6663a da4d37edc3f92cb9
